parameter_scenario,parameter_description,city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
expensive_all,all intervention costs increased by 25%,Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.003973069356,0.009630125748,13.29774102,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,125.8990202,14.15418258,14.15418258,1,0.1124248827,0.1124248827,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,31.25275202,3.50067716,2.727076525,0.7790140024,0.08725876439,0.1120118048,24,0.4,3,0.05,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,31.25275202,3.50067716,3.193944491,0.9123790472,0.1021972238,0.1120118048,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
expensive_all,all intervention costs increased by 25%,Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,31.25275202,3.50067716,1.723018411,0.4921957473,0.05513173398,0.1120118048,54,0.9,3,0.05,0,0,0,45,0.75
expensive_all,all intervention costs increased by 25%,Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,31.25275202,3.50067716,3.50067716,1,0.1120118048,0.1120118048,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,64.62668308,7.131814137,5.74598075,0.8056829076,0.08891034595,0.1103540178,23,0.3833333333,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,64.62668308,7.131814137,6.446587427,0.9039197186,0.09975117274,0.1103540178,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
expensive_all,all intervention costs increased by 25%,Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,64.62668308,7.131814137,3.483597976,0.4884588843,0.05390340043,0.1103540178,54,0.9,1,0.01666666667,0,0,0,45,0.75
expensive_all,all intervention costs increased by 25%,Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,64.62668308,7.131814137,7.131814137,1,0.1103540178,0.1103540178,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,54.52226181,6.128312186,4.862989196,0.7935283074,0.08919272668,0.1124001826,23,0.3833333333,1,0.01666666667,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,54.52226181,6.128312186,5.591343633,0.9123790472,0.1025515715,0.1124001826,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
expensive_all,all intervention costs increased by 25%,Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,54.52226181,6.128312186,2.98284873,0.4867325032,0.05470882225,0.1124001826,54,0.9,2,0.03333333333,0,0,0,45,0.75
expensive_all,all intervention costs increased by 25%,Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,54.52226181,6.128312186,6.128312186,1,0.1124001826,0.1124001826,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,deficit_only,Highest remaining deficit,large local/access remaining loss only,1207,61,61,56.98022775,6.400785434,5.057888174,0.7901980509,0.08876567143,0.1123334477,24,0.393442623,0,0,27,0.4426229508,0.4426229508,26,0.4262295082
expensive_all,all intervention costs increased by 25%,Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,exposure_only,Highest OD exposure,large demand exposure only,1207,61,61,56.98022775,6.400785434,5.68606595,0.8883387842,0.09979015835,0.1123334477,12,0.1967213115,2,0.03278688525,40,0.6557377049,0.6557377049,0,0
expensive_all,all intervention costs increased by 25%,Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1207,61,61,56.98022775,6.400785434,3.159720904,0.493645809,0.05545293567,0.1123334477,55,0.9016393443,3,0.04918032787,0,0,0,46,0.7540983607
expensive_all,all intervention costs increased by 25%,Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1207,61,61,56.98022775,6.400785434,6.400785434,1,0.1123334477,0.1123334477,0,0,0,0,61,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,33.04021192,3.678759384,2.872125867,0.7807321889,0.08692819143,0.1113418822,24,0.4,2,0.03333333333,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,33.04021192,3.678759384,3.356422982,0.9123790472,0.1015860004,0.1113418822,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
expensive_all,all intervention costs increased by 25%,Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,33.04021192,3.678759384,1.796656843,0.4883866151,0.05437788498,0.1113418822,54,0.9,1,0.01666666667,0,0,0,45,0.75
expensive_all,all intervention costs increased by 25%,Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,33.04021192,3.678759384,3.678759384,1,0.1113418822,0.1113418822,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,26.68456259,2.948462122,2.4004548,0.8141379135,0.08995668534,0.1104931779,22,0.3666666667,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,26.68456259,2.948462122,2.636451879,0.8941786498,0.09880064066,0.1104931779,13,0.2166666667,1,0.01666666667,39,0.65,0.65,0,0
expensive_all,all intervention costs increased by 25%,Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,26.68456259,2.948462122,1.488785507,0.504936284,0.05579201468,0.1104931779,54,0.9,2,0.03333333333,0,0,0,45,0.75
expensive_all,all intervention costs increased by 25%,Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,26.68456259,2.948462122,2.948462122,1,0.1104931779,0.1104931779,0,0,0,0,60,1,1,0,0
expensive_all,all intervention costs increased by 25%,Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,73.95560747,8.261132541,6.576836171,0.7961179824,0.08892951321,0.1117039373,24,0.4,1,0.01666666667,26,0.4333333333,0.4333333333,26,0.4333333333
expensive_all,all intervention costs increased by 25%,Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,73.95560747,8.261132541,7.477936926,0.9051951277,0.1011138598,0.1117039373,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
